Model,task,raw_accuracy,chance_baseline,normalized_score,file
princeton-nlp/gemma-2-9b-it-DPO,leaderboard_musr_murder_mysteries,0.524,0.5,4.800000000000004,real_attachments/C_efficiency_evolution/detailed_results/princeton-nlp_gemma-2-9b-it-DPO/results_2024-09-20T04-06-40.646930.json
princeton-nlp/gemma-2-9b-it-DPO,leaderboard_musr_object_placements,0.24609375,0.2,5.761718749999998,real_attachments/C_efficiency_evolution/detailed_results/princeton-nlp_gemma-2-9b-it-DPO/results_2024-09-20T04-06-40.646930.json
princeton-nlp/gemma-2-9b-it-DPO,leaderboard_musr_team_allocation,0.376,0.3333333333333333,6.400000000000001,real_attachments/C_efficiency_evolution/detailed_results/princeton-nlp_gemma-2-9b-it-DPO/results_2024-09-20T04-06-40.646930.json
princeton-nlp/gemma-2-9b-it-SimPO,leaderboard_musr_murder_mysteries,0.556,0.5,11.20000000000001,real_attachments/C_efficiency_evolution/detailed_results/princeton-nlp_gemma-2-9b-it-SimPO/results_2024-08-12T11-27-16.600007.json
princeton-nlp/gemma-2-9b-it-SimPO,leaderboard_musr_object_placements,0.29296875,0.2,11.621093749999998,real_attachments/C_efficiency_evolution/detailed_results/princeton-nlp_gemma-2-9b-it-SimPO/results_2024-08-12T11-27-16.600007.json
princeton-nlp/gemma-2-9b-it-SimPO,leaderboard_musr_team_allocation,0.388,0.3333333333333333,8.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/princeton-nlp_gemma-2-9b-it-SimPO/results_2024-08-12T11-27-16.600007.json
prithivMLmods/Galactic-Qwen-14B-Exp2,leaderboard_musr_murder_mysteries,0.596,0.5,19.199999999999996,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Galactic-Qwen-14B-Exp2/results_2025-03-13T12-44-48.264475.json
prithivMLmods/Galactic-Qwen-14B-Exp2,leaderboard_musr_object_placements,0.41015625,0.2,26.269531249999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Galactic-Qwen-14B-Exp2/results_2025-03-13T12-44-48.264475.json
prithivMLmods/Galactic-Qwen-14B-Exp2,leaderboard_musr_team_allocation,0.6,0.3333333333333333,40.0,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Galactic-Qwen-14B-Exp2/results_2025-03-13T12-44-48.264475.json
prithivMLmods/Llama-3.1-8B-Open-SFT,leaderboard_musr_murder_mysteries,0.524,0.5,4.800000000000004,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-3.1-8B-Open-SFT/results_2025-01-13T20-41-48.426106.json
prithivMLmods/Llama-3.1-8B-Open-SFT,leaderboard_musr_object_placements,0.37109375,0.2,21.386718749999996,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-3.1-8B-Open-SFT/results_2025-01-13T20-41-48.426106.json
prithivMLmods/Llama-3.1-8B-Open-SFT,leaderboard_musr_team_allocation,0.276,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-3.1-8B-Open-SFT/results_2025-01-13T20-41-48.426106.json
prithivMLmods/Llama-3.2-6B-AlgoCode,leaderboard_musr_murder_mysteries,0.516,0.5,3.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-3.2-6B-AlgoCode/results_2025-01-13T20-08-17.772449.json
prithivMLmods/Llama-3.2-6B-AlgoCode,leaderboard_musr_object_placements,0.33203125,0.2,16.503906249999996,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-3.2-6B-AlgoCode/results_2025-01-13T20-08-17.772449.json
prithivMLmods/Llama-3.2-6B-AlgoCode,leaderboard_musr_team_allocation,0.356,0.3333333333333333,3.3999999999999995,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-3.2-6B-AlgoCode/results_2025-01-13T20-08-17.772449.json
prithivMLmods/Llama-Express.1-Math,leaderboard_musr_murder_mysteries,0.508,0.5,1.6000000000000014,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-Express.1-Math/results_2025-01-25T08-10-21.262789.json
prithivMLmods/Llama-Express.1-Math,leaderboard_musr_object_placements,0.20703125,0.2,0.8789062499999987,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-Express.1-Math/results_2025-01-25T08-10-21.262789.json
prithivMLmods/Llama-Express.1-Math,leaderboard_musr_team_allocation,0.228,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Llama-Express.1-Math/results_2025-01-25T08-10-21.262789.json
prithivMLmods/Magellanic-Qwen-25B-R999,leaderboard_musr_murder_mysteries,0.5,0.5,0.0,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Magellanic-Qwen-25B-R999/results_2025-03-05T16-27-25.331314.json
prithivMLmods/Magellanic-Qwen-25B-R999,leaderboard_musr_object_placements,0.27734375,0.2,9.667968749999998,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Magellanic-Qwen-25B-R999/results_2025-03-05T16-27-25.331314.json
prithivMLmods/Magellanic-Qwen-25B-R999,leaderboard_musr_team_allocation,0.372,0.3333333333333333,5.800000000000002,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Magellanic-Qwen-25B-R999/results_2025-03-05T16-27-25.331314.json
prithivMLmods/Phi-4-Empathetic,leaderboard_musr_murder_mysteries,0.592,0.5,18.399999999999995,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-Empathetic/results_2025-01-13T19-33-26.604717.json
prithivMLmods/Phi-4-Empathetic,leaderboard_musr_object_placements,0.44140625,0.2,30.175781249999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-Empathetic/results_2025-01-13T19-33-26.604717.json
prithivMLmods/Phi-4-Empathetic,leaderboard_musr_team_allocation,0.464,0.3333333333333333,19.600000000000005,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-Empathetic/results_2025-01-13T19-33-26.604717.json
prithivMLmods/Phi-4-Math-IO,leaderboard_musr_murder_mysteries,0.564,0.5,12.79999999999999,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-Math-IO/results_2025-01-13T19-05-26.192612.json
prithivMLmods/Phi-4-Math-IO,leaderboard_musr_object_placements,0.421875,0.2,27.734374999999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-Math-IO/results_2025-01-13T19-05-26.192612.json
prithivMLmods/Phi-4-Math-IO,leaderboard_musr_team_allocation,0.476,0.3333333333333333,21.4,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-Math-IO/results_2025-01-13T19-05-26.192612.json
prithivMLmods/Phi-4-o1,leaderboard_musr_murder_mysteries,0.572,0.5,14.399999999999991,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-o1/results_2025-01-13T10-17-40.927521.json
prithivMLmods/Phi-4-o1,leaderboard_musr_object_placements,0.4453125,0.2,30.664062499999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-o1/results_2025-01-13T10-17-40.927521.json
prithivMLmods/Phi-4-o1,leaderboard_musr_team_allocation,0.476,0.3333333333333333,21.4,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi-4-o1/results_2025-01-13T10-17-40.927521.json
prithivMLmods/Phi4-Super,leaderboard_musr_murder_mysteries,0.584,0.5,16.799999999999994,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi4-Super/results_2025-01-23T15-21-28.283497.json
prithivMLmods/Phi4-Super,leaderboard_musr_object_placements,0.453125,0.2,31.640624999999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi4-Super/results_2025-01-23T15-21-28.283497.json
prithivMLmods/Phi4-Super,leaderboard_musr_team_allocation,0.476,0.3333333333333333,21.4,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Phi4-Super/results_2025-01-23T15-21-28.283497.json
prithivMLmods/Primal-Opus-14B-Optimus-v1,leaderboard_musr_murder_mysteries,0.572,0.5,14.399999999999991,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Primal-Opus-14B-Optimus-v1/results_2025-02-05T03-05-18.841754.json
prithivMLmods/Primal-Opus-14B-Optimus-v1,leaderboard_musr_object_placements,0.41015625,0.2,26.269531249999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Primal-Opus-14B-Optimus-v1/results_2025-02-05T03-05-18.841754.json
prithivMLmods/Primal-Opus-14B-Optimus-v1,leaderboard_musr_team_allocation,0.472,0.3333333333333333,20.799999999999997,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Primal-Opus-14B-Optimus-v1/results_2025-02-05T03-05-18.841754.json
prithivMLmods/Primal-Opus-14B-Optimus-v2,leaderboard_musr_murder_mysteries,0.568,0.5,13.59999999999999,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Primal-Opus-14B-Optimus-v2/results_2025-02-27T21-05-40.220144.json
prithivMLmods/Primal-Opus-14B-Optimus-v2,leaderboard_musr_object_placements,0.41796875,0.2,27.246093749999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Primal-Opus-14B-Optimus-v2/results_2025-02-27T21-05-40.220144.json
prithivMLmods/Primal-Opus-14B-Optimus-v2,leaderboard_musr_team_allocation,0.484,0.3333333333333333,22.599999999999998,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Primal-Opus-14B-Optimus-v2/results_2025-02-27T21-05-40.220144.json
prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,leaderboard_musr_murder_mysteries,0.58,0.5,15.999999999999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Qwen2.5-14B-DeepSeek-R1-1M/results_2025-01-30T04-27-35.041591.json
prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,leaderboard_musr_object_placements,0.40234375,0.2,25.292968749999993,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Qwen2.5-14B-DeepSeek-R1-1M/results_2025-01-30T04-27-35.041591.json
prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,leaderboard_musr_team_allocation,0.6,0.3333333333333333,40.0,real_attachments/C_efficiency_evolution/detailed_results/prithivMLmods_Qwen2.5-14B-DeepSeek-R1-1M/results_2025-01-30T04-27-35.041591.json
qingy2019/LLaMa_3.2_3B_Catalysts,leaderboard_musr_murder_mysteries,0.544,0.5,8.800000000000008,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_LLaMa_3.2_3B_Catalysts/results_2024-10-29T15-22-23.624392.json
qingy2019/LLaMa_3.2_3B_Catalysts,leaderboard_musr_object_placements,0.3203125,0.2,15.039062499999996,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_LLaMa_3.2_3B_Catalysts/results_2024-10-29T15-22-23.624392.json
qingy2019/LLaMa_3.2_3B_Catalysts,leaderboard_musr_team_allocation,0.272,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_LLaMa_3.2_3B_Catalysts/results_2024-10-29T15-22-23.624392.json
qingy2019/OpenMath2-Llama3.1-8B,leaderboard_musr_murder_mysteries,0.516,0.5,3.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_OpenMath2-Llama3.1-8B/results_2024-11-23T05-44-15.106083.json
qingy2019/OpenMath2-Llama3.1-8B,leaderboard_musr_object_placements,0.22265625,0.2,2.8320312499999987,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_OpenMath2-Llama3.1-8B/results_2024-11-23T05-44-15.106083.json
qingy2019/OpenMath2-Llama3.1-8B,leaderboard_musr_team_allocation,0.292,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_OpenMath2-Llama3.1-8B/results_2024-11-23T05-44-15.106083.json
qingy2019/Qwen2.5-Ultimate-14B-Instruct,leaderboard_musr_murder_mysteries,0.528,0.5,5.600000000000005,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_Qwen2.5-Ultimate-14B-Instruct/results_2024-12-04T01-04-16.559323.json
qingy2019/Qwen2.5-Ultimate-14B-Instruct,leaderboard_musr_object_placements,0.3125,0.2,14.062499999999996,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_Qwen2.5-Ultimate-14B-Instruct/results_2024-12-04T01-04-16.559323.json
qingy2019/Qwen2.5-Ultimate-14B-Instruct,leaderboard_musr_team_allocation,0.4,0.3333333333333333,10.000000000000005,real_attachments/C_efficiency_evolution/detailed_results/qingy2019_Qwen2.5-Ultimate-14B-Instruct/results_2024-12-04T01-04-16.559323.json
qingy2024/QwEnlarge-16B-Instruct,leaderboard_musr_murder_mysteries,0.52,0.5,4.0000000000000036,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_QwEnlarge-16B-Instruct/results_2025-03-07T00-57-57.081072.json
qingy2024/QwEnlarge-16B-Instruct,leaderboard_musr_object_placements,0.234375,0.2,4.296874999999998,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_QwEnlarge-16B-Instruct/results_2025-03-07T00-57-57.081072.json
qingy2024/QwEnlarge-16B-Instruct,leaderboard_musr_team_allocation,0.476,0.3333333333333333,21.4,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_QwEnlarge-16B-Instruct/results_2025-03-07T00-57-57.081072.json
qingy2024/Qwen2.5-4B,leaderboard_musr_murder_mysteries,0.528,0.5,5.600000000000005,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-4B/results_2025-01-16T20-58-17.085742.json
qingy2024/Qwen2.5-4B,leaderboard_musr_object_placements,0.37109375,0.2,21.386718749999996,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-4B/results_2025-01-16T20-58-17.085742.json
qingy2024/Qwen2.5-4B,leaderboard_musr_team_allocation,0.484,0.3333333333333333,22.599999999999998,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-4B/results_2025-01-16T20-58-17.085742.json
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,leaderboard_musr_murder_mysteries,0.508,0.5,1.6000000000000014,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-Coder-Draft-1.5B-Instruct/results_2025-02-01T05-41-05.748637.json
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,leaderboard_musr_object_placements,0.25,0.2,6.249999999999998,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-Coder-Draft-1.5B-Instruct/results_2025-02-01T05-41-05.748637.json
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,leaderboard_musr_team_allocation,0.316,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-Coder-Draft-1.5B-Instruct/results_2025-02-01T05-41-05.748637.json
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,leaderboard_musr_murder_mysteries,0.524,0.5,4.800000000000004,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-Math-14B-Instruct-Preview/results_2024-12-11T02-56-45.077518.json
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,leaderboard_musr_object_placements,0.234375,0.2,4.296874999999998,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-Math-14B-Instruct-Preview/results_2024-12-11T02-56-45.077518.json
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,leaderboard_musr_team_allocation,0.476,0.3333333333333333,21.4,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.5-Math-14B-Instruct-Preview/results_2024-12-11T02-56-45.077518.json
qingy2024/Qwen2.6-14B-Instruct,leaderboard_musr_murder_mysteries,0.54,0.5,8.000000000000007,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.6-14B-Instruct/results_2024-12-05T10-23-22.933498.json
qingy2024/Qwen2.6-14B-Instruct,leaderboard_musr_object_placements,0.3828125,0.2,22.851562499999996,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.6-14B-Instruct/results_2024-12-05T10-23-22.933498.json
qingy2024/Qwen2.6-14B-Instruct,leaderboard_musr_team_allocation,0.448,0.3333333333333333,17.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/qingy2024_Qwen2.6-14B-Instruct/results_2024-12-05T10-23-22.933498.json
qq8933/OpenLongCoT-Base-Gemma2-2B,leaderboard_musr_murder_mysteries,0.52,0.5,4.0000000000000036,real_attachments/C_efficiency_evolution/detailed_results/qq8933_OpenLongCoT-Base-Gemma2-2B/results_2024-11-12T14-30-23.544874.json
qq8933/OpenLongCoT-Base-Gemma2-2B,leaderboard_musr_object_placements,0.21875,0.2,2.3437499999999987,real_attachments/C_efficiency_evolution/detailed_results/qq8933_OpenLongCoT-Base-Gemma2-2B/results_2024-11-12T14-30-23.544874.json
qq8933/OpenLongCoT-Base-Gemma2-2B,leaderboard_musr_team_allocation,0.228,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/qq8933_OpenLongCoT-Base-Gemma2-2B/results_2024-11-12T14-30-23.544874.json
rasyosef/Phi-1_5-Instruct-v0.1,leaderboard_musr_murder_mysteries,0.532,0.5,6.400000000000006,real_attachments/C_efficiency_evolution/detailed_results/rasyosef_Phi-1_5-Instruct-v0.1/results_2024-08-12T09-47-31.671049.json
rasyosef/Phi-1_5-Instruct-v0.1,leaderboard_musr_object_placements,0.23046875,0.2,3.8085937499999987,real_attachments/C_efficiency_evolution/detailed_results/rasyosef_Phi-1_5-Instruct-v0.1/results_2024-08-12T09-47-31.671049.json
rasyosef/Phi-1_5-Instruct-v0.1,leaderboard_musr_team_allocation,0.264,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/rasyosef_Phi-1_5-Instruct-v0.1/results_2024-08-12T09-47-31.671049.json
rasyosef/phi-2-instruct-apo,leaderboard_musr_murder_mysteries,0.54,0.5,8.000000000000007,real_attachments/C_efficiency_evolution/detailed_results/rasyosef_phi-2-instruct-apo/results_2024-09-18T08-11-57.792002.json
rasyosef/phi-2-instruct-apo,leaderboard_musr_object_placements,0.22265625,0.2,2.8320312499999987,real_attachments/C_efficiency_evolution/detailed_results/rasyosef_phi-2-instruct-apo/results_2024-09-18T08-11-57.792002.json
rasyosef/phi-2-instruct-apo,leaderboard_musr_team_allocation,0.24,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/rasyosef_phi-2-instruct-apo/results_2024-09-18T08-11-57.792002.json
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,leaderboard_musr_murder_mysteries,0.56,0.5,12.00000000000001,real_attachments/C_efficiency_evolution/detailed_results/recoilme_Gemma-2-Ataraxy-Gemmasutra-9B-slerp/results_2024-09-14T00-39-37.734233.json
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,leaderboard_musr_object_placements,0.2734375,0.2,9.179687499999998,real_attachments/C_efficiency_evolution/detailed_results/recoilme_Gemma-2-Ataraxy-Gemmasutra-9B-slerp/results_2024-09-14T00-39-37.734233.json
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,leaderboard_musr_team_allocation,0.44,0.3333333333333333,16.0,real_attachments/C_efficiency_evolution/detailed_results/recoilme_Gemma-2-Ataraxy-Gemmasutra-9B-slerp/results_2024-09-14T00-39-37.734233.json
rhysjones/phi-2-orange-v2,leaderboard_musr_murder_mysteries,0.544,0.5,8.800000000000008,real_attachments/C_efficiency_evolution/detailed_results/rhysjones_phi-2-orange-v2/results_2024-08-13T01-27-07.339858.json
rhysjones/phi-2-orange-v2,leaderboard_musr_object_placements,0.296875,0.2,12.109374999999998,real_attachments/C_efficiency_evolution/detailed_results/rhysjones_phi-2-orange-v2/results_2024-08-13T01-27-07.339858.json
rhysjones/phi-2-orange-v2,leaderboard_musr_team_allocation,0.248,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/rhysjones_phi-2-orange-v2/results_2024-08-13T01-27-07.339858.json
riaz/FineLlama-3.1-8B,leaderboard_musr_murder_mysteries,0.556,0.5,11.20000000000001,real_attachments/C_efficiency_evolution/detailed_results/riaz_FineLlama-3.1-8B/results_2024-10-12T19-57-08.713841.json
riaz/FineLlama-3.1-8B,leaderboard_musr_object_placements,0.296875,0.2,12.109374999999998,real_attachments/C_efficiency_evolution/detailed_results/riaz_FineLlama-3.1-8B/results_2024-10-12T19-57-08.713841.json
riaz/FineLlama-3.1-8B,leaderboard_musr_team_allocation,0.276,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/riaz_FineLlama-3.1-8B/results_2024-10-12T19-57-08.713841.json
rombodawg/Rombos-Coder-V2.5-Qwen-14b,leaderboard_musr_murder_mysteries,0.512,0.5,2.400000000000002,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-Coder-V2.5-Qwen-14b/results_2025-02-06T11-46-45.885563.json
rombodawg/Rombos-Coder-V2.5-Qwen-14b,leaderboard_musr_object_placements,0.234375,0.2,4.296874999999998,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-Coder-V2.5-Qwen-14b/results_2025-02-06T11-46-45.885563.json
rombodawg/Rombos-Coder-V2.5-Qwen-14b,leaderboard_musr_team_allocation,0.428,0.3333333333333333,14.2,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-Coder-V2.5-Qwen-14b/results_2025-02-06T11-46-45.885563.json
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,leaderboard_musr_murder_mysteries,0.472,0.5,0.0,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-0.5b/results_2024-09-29T12-43-27.493254.json
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,leaderboard_musr_object_placements,0.21875,0.2,2.3437499999999987,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-0.5b/results_2024-09-29T12-43-27.493254.json
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,leaderboard_musr_team_allocation,0.28,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-0.5b/results_2024-09-29T12-43-27.493254.json
rombodawg/Rombos-LLM-V2.5-Qwen-14b,leaderboard_musr_murder_mysteries,0.568,0.5,13.59999999999999,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-14b/results_2024-09-29T13-44-29.673248.json
rombodawg/Rombos-LLM-V2.5-Qwen-14b,leaderboard_musr_object_placements,0.3671875,0.2,20.898437499999996,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-14b/results_2024-09-29T13-44-29.673248.json
rombodawg/Rombos-LLM-V2.5-Qwen-14b,leaderboard_musr_team_allocation,0.48,0.3333333333333333,21.999999999999996,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-14b/results_2024-09-29T13-44-29.673248.json
rombodawg/Rombos-LLM-V2.5-Qwen-32b,leaderboard_musr_murder_mysteries,0.656,0.5,31.200000000000006,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-32b/results_2024-10-10T04-14-28.109800.json
rombodawg/Rombos-LLM-V2.5-Qwen-32b,leaderboard_musr_object_placements,0.40625,0.2,25.781249999999993,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-32b/results_2024-10-10T04-14-28.109800.json
rombodawg/Rombos-LLM-V2.5-Qwen-32b,leaderboard_musr_team_allocation,0.448,0.3333333333333333,17.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5-Qwen-32b/results_2024-10-10T04-14-28.109800.json
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,leaderboard_musr_murder_mysteries,0.516,0.5,3.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5.1-Qwen-3b/results_2024-10-08T16-02-31.462708.json
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,leaderboard_musr_object_placements,0.27734375,0.2,9.667968749999998,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5.1-Qwen-3b/results_2024-10-08T16-02-31.462708.json
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,leaderboard_musr_team_allocation,0.404,0.3333333333333333,10.600000000000005,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_Rombos-LLM-V2.5.1-Qwen-3b/results_2024-10-08T16-02-31.462708.json
rombodawg/rombos_Replete-Coder-Llama3-8B,leaderboard_musr_murder_mysteries,0.52,0.5,4.0000000000000036,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_rombos_Replete-Coder-Llama3-8B/results_2024-10-15T15-33-39.386678.json
rombodawg/rombos_Replete-Coder-Llama3-8B,leaderboard_musr_object_placements,0.25390625,0.2,6.738281249999998,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_rombos_Replete-Coder-Llama3-8B/results_2024-10-15T15-33-39.386678.json
rombodawg/rombos_Replete-Coder-Llama3-8B,leaderboard_musr_team_allocation,0.416,0.3333333333333333,12.399999999999999,real_attachments/C_efficiency_evolution/detailed_results/rombodawg_rombos_Replete-Coder-Llama3-8B/results_2024-10-15T15-33-39.386678.json
rsh345/mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B,leaderboard_musr_murder_mysteries,0.548,0.5,9.600000000000009,real_attachments/C_efficiency_evolution/detailed_results/rsh345_mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B/results_2025-01-27T23-02-49.046436.json
rsh345/mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B,leaderboard_musr_object_placements,0.43359375,0.2,29.199218749999993,real_attachments/C_efficiency_evolution/detailed_results/rsh345_mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B/results_2025-01-27T23-02-49.046436.json
rsh345/mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B,leaderboard_musr_team_allocation,0.42,0.3333333333333333,12.999999999999998,real_attachments/C_efficiency_evolution/detailed_results/rsh345_mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B/results_2025-01-27T23-02-49.046436.json
sabersaleh/Llama2-7B-SimPO,leaderboard_musr_murder_mysteries,0.532,0.5,6.400000000000006,real_attachments/C_efficiency_evolution/detailed_results/sabersaleh_Llama2-7B-SimPO/results_2024-12-02T04-10-10.920662.json
sabersaleh/Llama2-7B-SimPO,leaderboard_musr_object_placements,0.24609375,0.2,5.761718749999998,real_attachments/C_efficiency_evolution/detailed_results/sabersaleh_Llama2-7B-SimPO/results_2024-12-02T04-10-10.920662.json
sabersaleh/Llama2-7B-SimPO,leaderboard_musr_team_allocation,0.424,0.3333333333333333,13.599999999999998,real_attachments/C_efficiency_evolution/detailed_results/sabersaleh_Llama2-7B-SimPO/results_2024-12-02T04-10-10.920662.json
sabersaleh/Llama3,leaderboard_musr_murder_mysteries,0.524,0.5,4.800000000000004,real_attachments/C_efficiency_evolution/detailed_results/sabersaleh_Llama3/results_2024-11-30T01-19-25.401264.json
sabersaleh/Llama3,leaderboard_musr_object_placements,0.33203125,0.2,16.503906249999996,real_attachments/C_efficiency_evolution/detailed_results/sabersaleh_Llama3/results_2024-11-30T01-19-25.401264.json
sabersaleh/Llama3,leaderboard_musr_team_allocation,0.324,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/sabersaleh_Llama3/results_2024-11-30T01-19-25.401264.json
sabersalehk/Llama3-001-300,leaderboard_musr_murder_mysteries,0.536,0.5,7.200000000000006,real_attachments/C_efficiency_evolution/detailed_results/sabersalehk_Llama3-001-300/results_2024-12-03T20-07-28.344986.json
