alpha,nu,objective
0.33875,0.285,0.00016228585217320323
0.339,0.275,0.0001485799591045671
0.339,0.27525,0.00013417033169088805
0.339,0.2755,0.00012051802603132038
0.339,0.27575,0.00010762285852159845
0.339,0.276,9.548464427516764e-05
0.339,0.27625,8.410319712404389e-05
0.339,0.2765,7.347832961962373e-05
0.339,0.27675,6.360985303350959e-05
0.339,0.277,5.449757735834997e-05
0.339,0.27725,4.614131130868335e-05
0.339,0.2775,3.854086232176735e-05
0.339,0.27775,3.169603655846096e-05
0.339,0.278,2.560663890405043e-05
0.339,0.27825,2.0272472969127383e-05
0.339,0.2785,1.5693341090453656e-05
0.339,0.27875,1.186904433183859e-05
0.339,0.279,8.799382485006275e-06
0.339,0.27925,6.484154070491315e-06
0.339,0.2795,4.9231563385187115e-06
0.339,0.27975,4.1161852699141395e-06
0.339,0.2798924654965345,3.993522413422467e-06
0.339,0.28,4.063035576979324e-06
0.339,0.28025,4.763500704422708e-06
0.339,0.28049999999999997,6.217372830255946e-06
0.339,0.28075,8.424442866712194e-06
0.339,0.28099999999999997,1.1384500461166383e-05
0.339,0.28125,1.5097333997071583e-05
0.339,0.2815,1.956273059487972e-05
0.339,0.28175,2.4780476112992513e-05
0.339,0.282,3.075035514868127e-05
0.339,0.28225,3.747215103906348e-05
0.339,0.2825,4.494564586204138e-05
0.339,0.28275,5.317062043725981e-05
0.339,0.283,6.214685432706888e-05
0.339,0.28325,7.187412583751147e-05
0.339,0.2835,8.235221201927711e-05
0.339,0.28375,9.35808886686881e-05
0.339,0.284,0.00010555993032869074
0.339,0.28425,0.00011828911028984619
0.339,0.2845,0.00013176820059132045
0.339,0.28474999999999995,0.0001459969720218741
0.339,0.285,0.00016097519412091422
0.33925,0.275,0.0001475602526859018
0.33925,0.27525,0.00013315074800530202
0.33925,0.2755,0.0001194985650987348
0.33925,0.27575,0.00010660352036174093
0.33925,0.276,9.446542890759454e-05
0.33925,0.27625,8.308410456813497e-05
0.33925,0.2765,7.245935989457777e-05
0.33925,0.27675,6.259100615834953e-05
0.33925,0.277,5.347885335191595e-05
0.33925,0.27725,4.512271018964007e-05
0.33925,0.2775,3.7522384108603015e-05
0.33925,0.27775,3.0677681269480694e-05
0.33925,0.278,2.458840655738462e-05
0.33925,0.27825,1.925436358272972e-05
0.33925,0.2785,1.4675354682096199e-05
0.33925,0.27875,1.0851180919118276e-05
0.33925,0.279,7.78164208533997e-06
0.33925,0.27925,5.4665367011187355e-06
0.33925,0.2795,3.905662016506439e-06
0.33925,0.27975,3.0988140121475268e-06
0.33925,0.2798924654965345,2.976221292775407e-06
0.33925,0.28,3.045787400162978e-06
0.33925,0.28025,3.746375625090391e-06
0.33925,0.28049999999999997,5.200370864757921e-06
0.33925,0.28075,7.407564031223111e-06
0.33925,0.28099999999999997,1.0367744771687968e-05
0.33925,0.28125,1.4080701469422397e-05
0.33925,0.2815,1.8546221244705592e-05
0.33925,0.28175,2.3764089955758657e-05
0.33925,0.282,2.9734092199682663e-05
0.33925,0.28225,3.6456011313410276e-05
0.33925,0.2825,4.39296293746696e-05
0.33925,0.28275,5.215472720292554e-05
0.33925,0.283,6.113108436036313e-05
0.33925,0.28325,7.085847915284199e-05
0.33925,0.2835,8.13366886308644e-05
0.33925,0.28375,9.256548859059578e-05
0.33925,0.284,0.00010454465357479035
0.33925,0.28425,0.00011727395687384679
0.33925,0.2845,0.0001307531705267374
0.33925,0.28474999999999995,0.00014498206532206372
0.33925,0.285,0.0001599604107990459
0.3395,0.275,0.00014683628716773007
0.3395,0.27525,0.00013242690525540934
0.3395,0.2755,0.00011877484513676518
0.3395,0.27575,0.00010587992320715831
0.3395,0.276,9.374195457969031e-05
0.3395,0.27625,8.236075308602437e-05
0.3395,0.2765,7.173613127718481e-05
0.3395,0.27675,6.186790042442839e-05
0.3395,0.277,5.275587052003728e-05
0.3395,0.27725,4.4399850278202345e-05
0.3395,0.2775,3.679964713582544e-05
0.3395,0.27775,2.9955067253402958e-05
0.3395,0.278,2.386591551586494e-05
0.3395,0.27825,1.8531995533452678e-05
0.3395,0.2785,1.3953109642569018e-05
0.3395,0.27875,1.0129058906664735e-05
0.3395,0.279,7.059643117110443e-06
0.3395,0.27925,4.744660794086586e-06
0.3395,0.2795,3.1839091874627664e-06
0.3395,0.27975,2.377184277707749e-06
0.3395,0.2798924654965345,2.2546617126374327e-06
0.3395,0.28,2.3242807767704545e-06
0.3395,0.28025,3.0249921290014035e-06
0.3395,0.28049999999999997,4.479110512058262e-06
0.3395,0.28075,6.686426837818935e-06
0.3395,0.28099999999999997,9.646730753305368e-06
0.3395,0.28125,1.3359810641617714e-05
0.3395,0.2815,1.7825453622852385e-05
0.3395,0.28175,2.3043445555051634e-05
0.3395,0.282,2.9013571035141774e-05
0.3395,0.28225,3.573561339988175e-05
0.3395,0.2825,4.3209354726817994e-05
0.3395,0.28275,5.143457583524539e-05
0.3395,0.283,6.0411056287163036e-05
0.3395,0.28325,7.01385743882585e-05
0.3395,0.2835,8.061690718885979e-05
0.3395,0.28375,9.18458304849553e-05
0.3395,0.284,0.00010382511881911736
0.3395,0.28425,0.00011655454548157356
0.3395,0.2845,0.00013003388251111954
0.3395,0.28474999999999995,0.0001442629006961788
0.3395,0.285,0.00015924136957580221
0.33975,0.275,0.0001464079298047329
0.33975,0.27525,0.0001319986706958126
0.33975,0.2755,0.0001183467333999452
0.33975,0.27575,0.00010545193431231895
0.33975,0.276,9.331408854585206e-05
0.33975,0.27625,8.193300993202058e-05
0.33975,0.2765,7.130851102168261e-05
0.33975,0.27675,6.14404030859121e-05
0.33975,0.277,5.232849611681725e-05
0.33975,0.27725,4.3972598828400026e-05
0.33975,0.2775,3.637251865739164e-05
0.33975,0.27775,2.952806176410623e-05
0.33975,0.278,2.343903303330153e-05
0.33975,0.27825,1.810523607503626e-05
0.33975,0.2785,1.3526473225533315e-05
0.33975,0.27875,9.702545548070773e-06
0.33975,0.279,6.6332528338369016e-06
0.33975,0.27925,4.318393602836868e-06
0.33975,0.2795,2.757765104763049e-06
0.33975,0.27975,1.9511633199026374e-06
0.33975,0.2798924654965345,1.828710926274977e-06
0.33975,0.28,1.898382960030283e-06
0.33975,0.28025,2.599217469318375e-06
0.33975,0.28049999999999997,4.053459025245787e-06
0.33975,0.28075,6.260898539513624e-06
0.33975,0.28099999999999997,9.221325658967995e-06
0.33975,0.28125,1.2934528766529963e-05
0.33975,0.2815,1.7400294982119e-05
0.33975,0.28175,2.261841016360043e-05
0.33975,0.282,2.8588658907723676e-05
0.33975,0.28225,3.531082455107097e-05
0.33975,0.2825,4.2784689171010863e-05
0.33975,0.28275,5.1010033586663616e-05
0.33975,0.283,5.99866373598486e-05
0.33975,0.28325,6.971427879607458e-05
0.33975,0.2835,8.019273494550336e-05
0.33975,0.28375,9.142178160393337e-05
0.33975,0.284,0.0001034011933137727
0.33975,0.28425,0.00011613074336506513
0.33975,0.2845,0.00012961020379643017
0.33975,0.28474999999999995,0.0001438393453961228
0.33975,0.285,0.00015881793770300436
0.3399854249224743,0.275,0.00014627468616207852
0.3399854249224743,0.27525,0.00013186554272912767
0.3399854249224743,0.2755,0.00011821372112723334
0.3399854249224743,0.27575,0.00010531903775141643
0.3399854249224743,0.276,9.318130771442066e-05
0.3399854249224743,0.27625,8.180034484756376e-05
0.3399854249224743,0.2765,7.117596170152898e-05
0.3399854249224743,0.27675,6.130796954722461e-05
0.3399854249224743,0.277,5.2196178376581395e-05
0.3399854249224743,0.27725,4.384039690344837e-05
0.3399854249224743,0.2775,3.624043256437622e-05
0.3399854249224743,0.27775,2.9396091519522197e-05
0.3399854249224743,0.278,2.330717865346826e-05
0.3399854249224743,0.27825,1.7973497576104213e-05
0.3399854249224743,0.2785,1.3394850623490737e-05
0.3399854249224743,0.27875,9.571038858735554e-06
0.3399854249224743,0.279,6.501862072860111e-06
0.3399854249224743,0.27925,4.187118785701606e-06
0.3399854249224743,0.2795,2.6266062467836634e-06
0.3399854249224743,0.27975,1.8201204362278963e-06
0.3399854249224743,0.2798924654965345,1.69773413865937e-06
0.3399854249224743,0.28,1.767456065640309e-06
0.3399854249224743,0.28025,2.468406579027187e-06
0.3399854249224743,0.28049999999999997,3.922764153698637e-06
0.3399854249224743,0.28075,6.13031970119039e-06
0.3399854249224743,0.28099999999999997,9.090862868181102e-06
0.3399854249224743,0.28125,1.2804182037422391e-05
0.3399854249224743,0.2815,1.72700643286695e-05
0.3399854249224743,0.28175,2.24882955996223e-05
0.3399854249224743,0.282,2.8458660446857266e-05
0.3399854249224743,0.28225,3.5180942206798787e-05
0.3399854249224743,0.2825,4.265492295664053e-05
0.3399854249224743,0.28275,5.088038351533876e-05
0.3399854249224743,0.283,5.985710344455088e-05
0.3399854249224743,0.28325,6.95848610496121e-05
0.3399854249224743,0.2835,8.006343338052485e-05
0.3399854249224743,0.28375,9.129259623291275e-05
0.3399854249224743,0.284,0.00010327212414902634
0.3399854249224743,0.28425,0.0001160017904187393
0.3399854249224743,0.2845,0.00012948136708050632
0.3399854249224743,0.28474999999999995,0.00014371062492241052
0.3399854249224743,0.285,0.00015868933348315756
0.33999999999999997,0.275,0.00014627504773543704
0.33999999999999997,0.27525,0.00013186591146497164
0.33999999999999997,0.2755,0.00011821409702666448
0.33999999999999997,0.27575,0.00010531942081553155
0.33999999999999997,0.276,9.318169794430364e-05
0.33999999999999997,0.27625,8.180074224429226e-05
0.33999999999999997,0.2765,7.117636626616815e-05
0.33999999999999997,0.27675,6.130838128082369e-05
0.33999999999999997,0.277,5.2196597280194195e-05
0.33999999999999997,0.27725,4.384082297810197e-05
0.33999999999999997,0.2775,3.6240865811098826e-05
0.33999999999999997,0.27775,2.9396531939322635e-05
0.33999999999999997,0.278,2.3307626247349136e-05
0.33999999999999997,0.27825,1.797395234505997e-05
0.33999999999999997,0.2785,1.3395312568503637e-05
0.33999999999999997,0.27875,9.571507980774907e-06
0.33999999999999997,0.279,6.502338372888547e-06
0.33999999999999997,0.27925,4.187602264668683e-06
0.33999999999999997,0.2795,2.6270969056314016e-06
0.33999999999999997,0.27975,1.8206182758840774e-06
0.33999999999999997,0.2798924654965345,1.6982360707982325e-06
0.33999999999999997,0.28,1.7679610870262886e-06
0.33999999999999997,0.28025,2.4689187830510386e-06
0.33999999999999997,0.28049999999999997,3.923283541260275e-06
0.33999999999999997,0.28075,6.130846273177829e-06
0.33999999999999997,0.28099999999999997,9.09139662547285e-06
0.33999999999999997,0.28125,1.2804722980886369e-05
0.33999999999999997,0.2815,1.727061245916265e-05
0.33999999999999997,0.28175,2.248885091799032e-05
0.33999999999999997,0.282,2.8459222953941787e-05
0.33999999999999997,0.28225,3.5181511903421725e-05
0.33999999999999997,0.2825,4.2655499843620633e-05
0.33999999999999997,0.28275,5.088096759348135e-05
0.33999999999999997,0.283,5.9857694714647984e-05
0.33999999999999997,0.28325,6.958545951245607e-05
0.33999999999999997,0.2835,8.006403903688291e-05
0.33999999999999997,0.28375,9.129320908355706e-05
0.33999999999999997,0.284,0.00010327274419470781
0.33999999999999997,0.28425,0.00011600241766019948
0.33999999999999997,0.2845,0.00012948200151847918
0.33999999999999997,0.28474999999999995,0.00014371126655762887
0.33999999999999997,0.285,0.00015868998231632607
0.34025,0.275,0.00014643750798247154
0.34025,0.27525,0.00013202849458543195
0.34025,0.2755,0.00011837680303939475
0.34025,0.27575,0.00010548224973919673
0.34025,0.276,9.334464979738652e-05
0.34025,0.27625,8.196381704509655e-05
0.34025,0.2765,7.133956403281927e-05
0.34025,0.27675,6.14717020312748e-05
0.34025,0.277,5.2360041032210175e-05
0.34025,0.27725,4.4004389749276765e-05
0.34025,0.2775,3.640455561884266e-05
0.34025,0.27775,2.956034480087052e-05
0.34025,0.278,2.3471562179756387e-05
0.34025,0.27825,1.8138011365205294e-05
0.34025,0.2785,1.3559494693082713e-05
0.34025,0.27875,9.735813226312206e-06
0.34025,0.279,6.666766755725692e-06
0.34025,0.27925,4.352153800970679e-06
0.34025,0.2795,2.7917716113850257e-06
0.34025,0.27975,1.985416166899055e-06
0.34025,0.2798924654965345,1.8631041674138296e-06
0.34025,0.28,1.9328821789331284e-06
0.34025,0.28025,2.633963091303766e-06
0.34025,0.28049999999999997,4.088451081133145e-06
0.34025,0.28075,6.296137059772225e-06
0.34025,0.28099999999999997,9.256810673708876e-06
0.34025,0.28125,1.2970260305506265e-05
0.34025,0.2815,1.7436273074733677e-05
0.34025,0.28175,2.2654634838903536e-05
0.34025,0.282,2.8625130194403284e-05
0.34025,0.28225,3.534754247746971e-05
0.34025,0.2825,4.2821653765111995e-05
0.34025,0.28275,5.1047244876097e-05
0.34025,0.283,6.0024095371894796e-05
0.34025,0.28325,6.975198355765348e-05
0.34025,0.2835,8.023068648318626e-05
0.34025,0.28375,9.145997994394242e-05
0.34025,0.284,0.00010343963848196632
0.34025,0.28425,0.00011616943538695521
0.34025,0.2845,0.0001296491426971764
0.34025,0.28474999999999995,0.00014387853120052915
0.34025,0.285,0.00015885737043553434
0.34049999999999997,0.275,0.00014689517745279255
0.34049999999999997,0.27525,0.00013248628696408145
0.34049999999999997,0.2755,0.00011883471834494965
0.34049999999999997,0.27575,0.00010594028799004901
0.34049999999999997,0.276,9.380281101175796e-05
0.34049999999999997,0.27625,8.24221012410217e-05
0.34049999999999997,0.2765,7.179797122816024e-05
0.34049999999999997,0.27675,6.193023224370819e-05
0.34049999999999997,0.277,5.281869427924042e-05
0.34049999999999997,0.27725,4.446316604822367e-05
0.34049999999999997,0.2775,3.6863454986851115e-05
0.34049999999999997,0.27775,3.0019367254905318e-05
0.34049999999999997,0.278,2.393070773660948e-05
0.34049999999999997,0.27825,1.8597280041479536e-05
0.34049999999999997,0.2785,1.4018886505214545e-05
0.34049999999999997,0.27875,1.0195328190548744e-05
0.34049999999999997,0.279,7.126404888144097e-06
0.34049999999999997,0.27925,4.811915117467082e-06
0.34049999999999997,0.2795,3.251656127676749e-06
0.34049999999999997,0.27975,2.445423898526502e-06
0.34049999999999997,0.2798924654965345,2.3231821216607436e-06
0.34049999999999997,0.28,2.3930131412585745e-06
0.34049999999999997,0.28025,3.094217299513139e-06
0.34049999999999997,0.28049999999999997,4.548828550235074e-06
0.34049999999999997,0.28075,6.756637804591262e-06
0.34049999999999997,0.28099999999999997,9.717434708899437e-06
0.34049999999999997,0.28125,1.3431007645542906e-05
0.34049999999999997,0.2815,1.789714373391348e-05
0.34049999999999997,0.28175,2.3115628831341912e-05
0.34049999999999997,0.282,2.9086247534050958e-05
0.34049999999999997,0.28225,3.580878317808342e-05
0.34049999999999997,0.2825,4.3283017840284736e-05
0.34049999999999997,0.28275,5.150873233923957e-05
0.34049999999999997,0.283,6.0485706236236926e-05
0.34049999999999997,0.28325,7.02137178362569e-05
0.34049999999999997,0.2835,8.069254418893172e-05
0.34049999999999997,0.28375,9.192196108953022e-05
0.34049999999999997,0.284,0.00010390174307992944
0.34049999999999997,0.28425,0.00011663166344964025
0.34049999999999997,0.2845,0.00013011149423675962
0.34049999999999997,0.28474999999999995,0.00014434100622901023
0.34049999999999997,0.285,0.00015931996896472817
0.34075,0.275,0.0001476479229379218
0.34075,0.27525,0.00013323915539237418
0.34075,0.2755,0.00011958770973470627
0.34075,0.27575,0.00010669340235940587
0.34075,0.276,9.455604837865732e-05
0.34075,0.27625,8.317546162323472e-05
0.34075,0.2765,7.255145464327944e-05
0.34075,0.27675,6.268383870914557e-05
0.34075,0.277,5.357242381222454e-05
0.34075,0.27725,4.521701866581645e-05
0.34075,0.2775,3.76174307059268e-05
0.34075,0.27775,3.0773466092160234e-05
0.34075,0.278,2.4684929708560253e-05
0.34075,0.27825,1.9351625164472515e-05
0.34075,0.2785,1.477335479540744e-05
0.34075,0.27875,1.0949919663928485e-05
0.34075,0.279,7.88111956051307e-06
0.34075,0.27925,5.566753004456169e-06
0.34075,0.2795,4.006617244735112e-06
0.34075,0.27975,3.2005082609241405e-06
0.34075,0.2798924654965345,3.078336723654896e-06
0.34075,0.28,3.148220764089791e-06
0.34075,0.28025,3.849548197694171e-06
0.34075,0.28049999999999997,5.3042827385045945e-06
0.34075,0.28075,7.512215297505984e-06
0.34075,0.28099999999999997,1.0473135520847094e-05
0.34075,0.28125,1.4186831790725669e-05
0.34075,0.2815,1.8653091226359358e-05
0.34075,0.28175,2.387169968490346e-05
0.34075,0.282,2.9842441762398658e-05
0.34075,0.28225,3.656510079471517e-05
0.34075,0.2825,4.403945885851751e-05
0.34075,0.28275,5.226529677221418e-05
0.34075,0.283,6.124239409692165e-05
0.34075,0.28325,7.097052913743797e-05
0.34075,0.2835,8.144947894321918e-05
0.34075,0.28375,9.267901930935812e-05
0.34075,0.284,0.00010465892477755381
0.34075,0.28425,0.00011738896863714433
0.34075,0.2845,0.0001308689229260474
0.34075,0.28474999999999995,0.0001450985584318091
0.34075,0.285,0.0001600776446925902
0.34099999999999997,0.275,0.00014869561111421326
0.34099999999999997,0.27525,0.00013428696654658215
0.34099999999999997,0.2755,0.00012063564388487436
0.34099999999999997,0.27575,0.00010774145952338393
0.34099999999999997,0.276,9.560422857413901e-05
0.34099999999999997,0.27625,8.422376486771286e-05
0.34099999999999997,0.2765,7.359988095408519e-05
0.34099999999999997,0.27675,6.373238810341841e-05
0.34099999999999997,0.277,5.462109630693661e-05
0.34099999999999997,0.27725,4.6265814277746655e-05
0.34099999999999997,0.2775,3.866634945168422e-05
0.34099999999999997,0.27775,3.182250798817997e-05
0.34099999999999997,0.278,2.5734094771090343e-05
0.34099999999999997,0.27825,2.0400913409582973e-05
0.34099999999999997,0.2785,1.5822766238992136e-05
0.34099999999999997,0.27875,1.1999454321704289e-05
0.34099999999999997,0.279,8.930777448021216e-06
0.34099999999999997,0.27925,6.616534137050496e-06
0.34099999999999997,0.2795,5.056521637598658e-06
0.34099999999999997,0.27975,4.25053592906132e-06
0.34099999999999997,0.2798924654965345,4.128434648326805e-06
0.34099999999999997,0.28,4.198371722326372e-06
0.34099999999999997,0.28025,4.899822460675409e-06
0.34099999999999997,0.28049999999999997,6.354680320699212e-06
0.34099999999999997,0.28075,8.56273621320689e-06
0.34099999999999997,0.28099999999999997,1.1523779784165446e-05
0.34099999999999997,0.28125,1.5237599415599569e-05
0.34099999999999997,0.2815,1.9703982226549266e-05
0.34099999999999997,0.28175,2.4922714073990045e-05
0.34099999999999997,0.282,3.089357955378216e-05
0.34099999999999997,0.28225,3.76163620016271e-05
0.34099999999999997,0.2825,4.509084349400404e-05
0.34099999999999997,0.28275,5.331680484914734e-05
0.34099999999999997,0.283,6.229402562799809e-05
0.34099999999999997,0.28325,7.202228413517812e-05
0.34099999999999997,0.2835,8.250135741996013e-05
0.34099999999999997,0.28375,9.373102127726153e-05
0.34099999999999997,0.284,0.00010571105024861494
0.34099999999999997,0.28425,0.00011844121762317049
0.34099999999999997,0.2845,0.0001319212954386762
0.34099999999999997,0.28474999999999995,0.0001461510544824952
0.34099999999999997,0.285,0.00016113026429261454
0.34125,0.275,0.00015003810854306314
0.34125,0.27525,0.00013562958698803295
0.34125,0.2755,0.00012197838735669634
0.34125,0.27575,0.00010908432604317786
0.34125,0.276,9.694721815930974e-05
0.34125,0.27625,8.556687753550393e-05
0.34125,0.2765,7.494311672154228e-05
0.34125,0.27675,6.507574698742039e-05
0.34125,0.277,5.596457832418378e-05
0.34125,0.27725,4.7609419444757015e-05
0.34125,0.2775,4.0010077784804244e-05
0.34125,0.27775,3.316635950356285e-05
0.34125,0.278,2.707806948472196e-05
0.34125,0.27825,2.1745011337269806e-05
0.34125,0.2785,1.7166987396355906e-05
0.34125,0.27875,1.3343798724199974e-05
0.34125,0.279,1.0275245110907173e-05
0.34125,0.27925,7.96112507542649e-06
0.34125,0.2795,6.40123586637639e-06
0.34125,0.27975,5.595373462970793e-06
0.34125,0.2798924654965345,5.47334245566555e-06
0.34125,0.28,5.543332575924769e-06
0.34125,0.28025,6.244906648344305e-06
0.34125,0.28049999999999997,7.699887856635724e-06
0.34125,0.28075,9.908067111437178e-06
0.34125,0.28099999999999997,1.2869234058532636e-05
0.34125,0.28125,1.658317707977003e-05
0.34125,0.2815,2.1049683294014077e-05
0.34125,0.28175,2.6268538558058152e-05
0.34125,0.282,3.223952746759221e-05
0.34125,0.28225,3.896243335813522e-05
0.34125,0.2825,4.6437038305990876e-05
0.34125,0.28275,5.4663123129218926e-05
0.34125,0.283,6.364046738857647e-05
0.34125,0.28325,7.336884938851054e-05
0.34125,0.2835,8.384804617812217e-05
0.34125,0.28375,9.50778335521484e-05
0.34125,0.284,0.00010705798605193984
0.34125,0.28425,0.00011978827696647626
0.34125,0.2845,0.0001332684783333329
0.34125,0.28474999999999995,0.00014749836093969122
0.34125,0.285,0.000162477694323358
0.34149999999999997,0.275,0.00015167528167117625
0.34149999999999997,0.27525,0.00013726688316335648
0.34149999999999997,0.2755,0.00012361580659674067
0.34149999999999997,0.27575,0.0001107218683652573
0.34149999999999997,0.276,9.858488358057972e-05
0.34149999999999997,0.27625,8.720466607292894e-05
0.34149999999999997,0.2765,7.658102839191138e-05
0.34149999999999997,0.27675,6.67137818073475e-05
0.34149999999999997,0.277,5.760273631009361e-05
0.34149999999999997,0.27725,4.924770061290175e-05
0.34149999999999997,0.2775,4.164848215125363e-05
0.34149999999999997,0.27775,3.4804887084213256e-05
0.34149999999999997,0.278,2.87167202952882e-05
0.34149999999999997,0.27825,2.3383785393290225e-05
0.34149999999999997,0.2785,1.8805884713188797e-05
0.34149999999999997,0.27875,1.498281931701938e-05
0.34149999999999997,0.279,1.1914388994723141e-05
0.34149999999999997,0.27925,9.600392265053565e-06
0.34149999999999997,0.2795,8.040626376454715e-06
0.34149999999999997,0.27975,7.234887307976298e-06
0.34149999999999997,0.2798924654965345,7.112926590960513e-06
0.34149999999999997,0.28,7.182969770141842e-06
0.34149999999999997,0.28025,7.884667205881065e-06
0.34149999999999997,0.28049999999999997,9.33977179142604e-06
0.34149999999999997,0.28075,1.1548074437237502e-05
0.34149999999999997,0.28099999999999997,1.4509364788916868e-05
0.34149999999999997,0.28125,1.8223431228138493e-05
0.34149999999999997,0.2815,2.269006087358319e-05
0.34149999999999997,0.28175,2.7909039581875073e-05
0.34149999999999997,0.282,3.388015194852028e-05
0.34149999999999997,0.28225,4.0603181308864736e-05
0.34149999999999997,0.2825,4.807790973903201e-05
0.34149999999999997,0.28275,5.630411805690286e-05
0.34149999999999997,0.283,6.5281585823066e-05
0.34149999999999997,0.28325,7.501009134178188e-05
0.34149999999999997,0.2835,8.548941166197868e-05
0.34149999999999997,0.28375,9.671932257821534e-05
0.34149999999999997,0.284,0.00010869959863166398
0.34149999999999997,0.28425,0.0001214300131111362
0.34149999999999997,0.2845,0.0001349103380540164
0.34149999999999997,0.28474999999999995,0.0001491403442473164
0.34149999999999997,0.285,0.000164119801228672
0.34175,0.275,0.00015360699683078516
0.34175,0.27525,0.00013919872140471932
0.34175,0.2755,0.00012554776793708282
0.34175,0.27575,0.00011265395282165154
0.34175,0.276,0.00010051709116989523
0.34175,0.27625,8.913699681186907e-05
0.34175,0.2765,7.851348229700175e-05
0.34175,0.27675,6.864635889492201e-05
0.34175,0.277,5.953543659631788e-05
0.34175,0.27725,5.118052411375916e-05
0.34175,0.2775,4.35814288825488e-05
0.34175,0.27775,3.6737957061572494e-05
0.34175,0.278,3.064991353416036e-05
0.34175,0.27825,2.531710190893778e-05
0.34175,0.2785,2.0739324520707354e-05
0.34175,0.27875,1.6916382431318765e-05
0.34175,0.279,1.3848075430535338e-05
0.34175,0.27925,1.1534202036935022e-05
0.34175,0.2795,9.97455949878386e-06
0.34175,0.27975,9.168943794950405e-06
0.34175,0.2798924654965345,9.047053385028284e-06
0.34175,0.28,9.117149635776281e-06
0.34175,0.28025,9.818970464020332e-06
0.34175,0.28049999999999997,1.1274198455728592e-05
0.34175,0.28075,1.3482624521193067e-05
0.34175,0.28099999999999997,1.644403830583263e-05
0.34175,0.28125,2.015822819114495e-05
0.34175,0.2815,2.4624981295628793e-05
0.34175,0.28175,2.984408347573886e-05
0.34175,0.282,3.581531932680188e-05
0.34175,0.28225,4.253847218397704e-05
0.34175,0.2825,5.001332412322104e-05
0.34175,0.28275,5.823965596223158e-05
0.34175,0.283,6.72172472614176e-05
0.34175,0.28325,7.694587632487343e-05
0.34175,0.2835,8.74253202013371e-05
0.34175,0.28375,9.865535468520202e-05
0.34175,0.284,0.0001106357543174633
0.34175,0.28425,0.00012336629238674334
0.34175,0.2845,0.00013684674093025623
0.34175,0.28474999999999995,0.00015107687073484107
0.34175,0.285,0.00016605645133795565
0.34199999999999997,0.275,0.00015583312023991934
0.34199999999999997,0.27525,0.0001414249679300516
0.34199999999999997,0.2755,0.0001277741375956064
0.34199999999999997,0.27575,0.00011488044563014746
0.34199999999999997,0.276,0.00010274370714497874
0.34199999999999997,0.27625,9.136373596997703e-05
0.34199999999999997,0.2765,8.074034465438111e-05
0.34199999999999997,0.27675,7.087334446765043e-05
0.34199999999999997,0.277,6.176254540028888e-05
0.34199999999999997,0.27725,5.3407756164691327e-05
0.34199999999999997,0.2775,4.580878419598518e-05
0.34199999999999997,0.27775,3.896543565286329e-05
0.34199999999999997,0.278,3.287751541848509e-05
0.34199999999999997,0.27825,2.754482710129854e-05
0.34199999999999997,0.2785,2.2967173035925624e-05
0.34199999999999997,0.27875,1.9144354284035365e-05
0.34199999999999997,0.279,1.6076170635223053e-05
0.34199999999999997,0.27925,1.376242060787174e-05
0.34199999999999997,0.2795,1.2202901450080759e-05
0.34199999999999997,0.27975,1.1397409140529563e-05
0.34199999999999997,0.2798924654965345,1.1275589054493598e-05
0.34199999999999997,0.28,1.1345738389401864e-05
0.34199999999999997,0.28025,1.2047682639258871e-05
0.34199999999999997,0.28049999999999997,1.3503034065977931e-05
0.34199999999999997,0.28075,1.5711583579672124e-05
0.34199999999999997,0.28099999999999997,1.8673120825570732e-05
0.34199999999999997,0.28125,2.238743418501725e-05
0.34199999999999997,0.2815,2.685431077631043e-05
0.34199999999999997,0.28175,3.207353645573562e-05
0.34199999999999997,0.282,3.8044895818442175e-05
0.34199999999999997,0.28225,4.476817219941068e-05
0.34199999999999997,0.2825,5.2243147674419535e-05
0.34199999999999997,0.28275,6.046960306099174e-05
0.34199999999999997,0.283,6.944731791936979e-05
0.34199999999999997,0.28325,7.917607055344379e-05
0.34199999999999997,0.2835,8.965563801179777e-05
0.34199999999999997,0.28375,0.00010088579608863931
0.34199999999999997,0.284,0.00011286631932478134
0.34199999999999997,0.28425,0.00012559698100868166
0.34199999999999997,0.2845,0.00013907755317736842
0.34199999999999997,0.28474999999999995,0.00015330780661751173
0.34199999999999997,0.285,0.00016828751086638477
0.34225,0.275,0.0001583535180025956
0.34225,0.27525,0.0001439454888433331
0.34225,0.2755,0.0001302947816762018
0.34225,0.27575,0.00011740121289457713
0.34225,0.276,0.00010526459760958718
0.34225,0.27625,9.388474965093269e-05
0.34225,0.2765,8.32614815676645e-05
0.34225,0.27675,7.339460462907216e-05
0.34225,0.277,6.428392882547353e-05
0.34225,0.27725,5.5929262869089004e-05
0.34225,0.2775,4.8330414194862436e-05
0.34225,0.27775,4.1487188961323745e-05
0.34225,0.278,3.5399392051424566e-05
0.34225,0.27825,3.0066827073465324e-05
0.34225,0.2785,2.548929636186449e-05
0.34225,0.27875,2.1666600978125435e-05
0.34225,0.279,1.85985407116574e-05
0.34225,0.27925,1.628491408066576e-05
0.34225,0.2795,1.4725518333084903e-05
0.34225,0.27975,1.39201494473994e-05
0.34225,0.2798924654965345,1.3798399701977751e-05
0.34225,0.28,1.3868602133619275e-05
0.34225,0.28025,1.4570669834133282e-05
0.34225,0.28049999999999997,1.6026144724636472e-05
0.34225,0.28075,1.823481771505161e-05
